Date,Day_of_Week,Day_Num,Month,Is_Festival_Season,Item_Name,Category,Cost_Price_INR,Selling_Price_INR,Profit_Margin_PCT,Distributor_Present,Opening_Stock,Daily_Demand_Est,Quantity_Sold,Daily_Revenue_INR,Morning_Cash_INR,Optimal_Buy_Qty,Actual_Buy_Qty,Closing_Stock,Stockout_Occurred,Stockout_Reason
2025-01-23,Thursday,3,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,35,6,6,210.0,3365.35,0,0,29,0,None
2025-01-23,Thursday,3,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,7,4,4,600.0,3365.35,31,9,12,0,Cash Constraint
2025-01-23,Thursday,3,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,9,2,56.0,3365.35,29,2,0,1,Cash Constraint
2025-01-23,Thursday,3,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,3,0,0.0,3365.35,0,0,0,1,Distributor Absent
2025-01-24,Friday,4,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,28,27,1566.0,2663.72,27,27,0,1,Unexpected Demand Spike
2025-01-24,Friday,4,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,20,19,570.0,2663.72,19,19,0,1,Unexpected Demand Spike
2025-01-24,Friday,4,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,4,15,15,210.0,2663.72,62,62,51,0,None
2025-01-24,Friday,4,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,18,4,40.0,2663.72,88,4,0,1,Cash Constraint
2025-01-24,Friday,4,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,29,4,4,140.0,2663.72,0,0,25,0,None
2025-01-24,Friday,4,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,12,11,11,1650.0,2663.72,0,0,1,0,None
2025-01-24,Friday,4,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,2663.72,0,0,0,1,Distributor Absent
2025-01-24,Friday,4,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,4,0,0.0,2663.72,0,0,0,1,Distributor Absent
2025-01-25,Saturday,5,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,29,29,1682.0,4269.24,35,35,6,0,None
2025-01-25,Saturday,5,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,29,25,750.0,4269.24,25,25,0,1,Unexpected Demand Spike
2025-01-25,Saturday,5,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,51,22,22,308.0,4269.24,0,0,29,0,None
2025-01-25,Saturday,5,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,21,0,0.0,4269.24,0,0,0,1,Distributor Absent
2025-01-25,Saturday,5,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,25,9,9,315.0,4269.24,0,0,16,0,None
2025-01-25,Saturday,5,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,1,12,1,150.0,4269.24,0,0,0,1,Distributor Absent
2025-01-25,Saturday,5,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,7,0,0.0,4269.24,0,0,0,1,Distributor Absent
2025-01-25,Saturday,5,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,5,5,375.0,4269.24,22,22,17,0,None
2025-01-26,Sunday,6,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,6,42,35,2030.0,3447.91,29,29,0,1,Unexpected Demand Spike
2025-01-26,Sunday,6,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,29,25,750.0,3447.91,25,25,0,1,Unexpected Demand Spike
2025-01-26,Sunday,6,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,29,17,17,238.0,3447.91,0,0,12,0,None
2025-01-26,Sunday,6,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,25,0,0.0,3447.91,0,0,0,1,Distributor Absent
2025-01-26,Sunday,6,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,16,9,9,315.0,3447.91,0,0,7,0,None
2025-01-26,Sunday,6,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,15,0,0.0,3447.91,0,0,0,1,Distributor Absent
2025-01-26,Sunday,6,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,3447.91,0,0,0,1,Distributor Absent
2025-01-26,Sunday,6,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,17,4,4,300.0,3447.91,0,0,13,0,None
2025-01-27,Monday,0,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,24,24,1392.0,3439.14,27,27,3,0,None
2025-01-27,Monday,0,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,20,19,570.0,3439.14,19,19,0,1,Unexpected Demand Spike
2025-01-27,Monday,0,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,12,16,12,168.0,3439.14,0,0,0,1,Distributor Absent
2025-01-27,Monday,0,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,20,0,0.0,3439.14,0,0,0,1,Distributor Absent
2025-01-27,Monday,0,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,7,8,7,245.0,3439.14,0,0,0,1,Distributor Absent
2025-01-27,Monday,0,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,7,7,1050.0,3439.14,26,11,4,0,Cash Constraint
2025-01-27,Monday,0,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,6,3,84.0,3439.14,19,3,0,1,Cash Constraint
2025-01-27,Monday,0,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,13,5,5,375.0,3439.14,0,0,8,0,None
2025-01-28,Tuesday,1,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,3,18,18,1044.0,2532.7,24,24,9,0,None
2025-01-28,Tuesday,1,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,26,19,570.0,2532.7,19,19,0,1,Unexpected Demand Spike
2025-01-28,Tuesday,1,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,17,17,238.0,2532.7,49,49,32,0,None
2025-01-28,Tuesday,1,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,21,21,210.0,2532.7,66,26,5,0,Cash Constraint
2025-01-28,Tuesday,1,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,0,8,0,0.0,2532.7,0,0,0,1,Distributor Absent
2025-01-28,Tuesday,1,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,4,11,4,600.0,2532.7,0,0,0,1,Distributor Absent
2025-01-28,Tuesday,1,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,5,0,0.0,2532.7,0,0,0,1,Distributor Absent
2025-01-28,Tuesday,1,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,8,8,8,600.0,2532.7,0,0,0,0,None
2025-01-29,Wednesday,2,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,9,26,26,1508.0,3294.81,18,18,1,0,None
2025-01-29,Wednesday,2,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,13,13,390.0,3294.81,19,19,6,0,None
2025-01-29,Wednesday,2,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,32,18,18,252.0,3294.81,0,0,14,0,None
2025-01-29,Wednesday,2,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,5,21,5,50.0,3294.81,0,0,0,1,Distributor Absent
2025-01-29,Wednesday,2,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,1,0,5,5,175.0,3294.81,38,38,33,0,None
2025-01-29,Wednesday,2,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,11,0,0.0,3294.81,0,0,0,1,Distributor Absent
2025-01-29,Wednesday,2,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,7,0,0.0,3294.81,0,0,0,1,Distributor Absent
2025-01-29,Wednesday,2,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,4,4,300.0,3294.81,13,12,8,0,Cash Constraint
2025-01-30,Thursday,3,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,1,34,30,1740.0,4489.95,29,29,0,1,Unexpected Demand Spike
2025-01-30,Thursday,3,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,6,22,21,630.0,4489.95,15,15,0,1,Unexpected Demand Spike
2025-01-30,Thursday,3,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,14,22,14,196.0,4489.95,0,0,0,1,Distributor Absent
2025-01-30,Thursday,3,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,27,0,0.0,4489.95,0,0,0,1,Distributor Absent
2025-01-30,Thursday,3,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,33,5,5,175.0,4489.95,0,0,28,0,None
2025-01-30,Thursday,3,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,6,6,900.0,4489.95,38,19,13,0,Cash Constraint
2025-01-30,Thursday,3,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,11,1,28.0,4489.95,29,1,0,1,Cash Constraint
2025-01-30,Thursday,3,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,8,2,2,150.0,4489.95,0,0,6,0,None
2025-01-31,Friday,4,1,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,24,24,1392.0,3126.57,27,27,3,0,None
2025-01-31,Friday,4,1,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,17,17,510.0,3126.57,19,19,2,0,None
2025-01-31,Friday,4,1,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,12,12,168.0,3126.57,66,66,54,0,None
2025-01-31,Friday,4,1,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,17,17,170.0,3126.57,88,53,36,0,Cash Constraint
2025-01-31,Friday,4,1,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,28,4,4,140.0,3126.57,0,0,24,0,None
2025-01-31,Friday,4,1,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,13,8,8,1200.0,3126.57,0,0,5,0,None
2025-01-31,Friday,4,1,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,4,0,0.0,3126.57,0,0,0,1,Distributor Absent
2025-01-31,Friday,4,1,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,6,4,4,300.0,3126.57,0,0,2,0,None
2025-02-01,Saturday,5,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,3,31,31,1798.0,5113.36,32,32,4,0,None
2025-02-01,Saturday,5,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,2,17,17,510.0,5113.36,23,23,8,0,None
2025-02-01,Saturday,5,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,54,19,19,266.0,5113.36,0,0,35,0,None
2025-02-01,Saturday,5,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,36,29,29,290.0,5113.36,0,0,7,0,None
2025-02-01,Saturday,5,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,24,3,3,105.0,5113.36,0,0,21,0,None
2025-02-01,Saturday,5,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,5,10,5,750.0,5113.36,0,0,0,1,Distributor Absent
2025-02-01,Saturday,5,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,5113.36,0,0,0,1,Distributor Absent
2025-02-01,Saturday,5,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,2,9,9,675.0,5113.36,20,20,13,0,None
2025-02-02,Sunday,6,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,4,36,35,2030.0,2111.24,31,31,0,1,Unexpected Demand Spike
2025-02-02,Sunday,6,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,8,20,20,600.0,2111.24,17,17,5,0,None
2025-02-02,Sunday,6,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,35,25,25,350.0,2111.24,0,0,10,0,None
2025-02-02,Sunday,6,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,7,29,7,70.0,2111.24,0,0,0,1,Distributor Absent
2025-02-02,Sunday,6,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,21,10,10,350.0,2111.24,0,0,11,0,None
2025-02-02,Sunday,6,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,11,0,0.0,2111.24,0,0,0,1,Distributor Absent
2025-02-02,Sunday,6,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,2111.24,0,0,0,1,Distributor Absent
2025-02-02,Sunday,6,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,13,5,5,375.0,2111.24,0,0,8,0,None
2025-02-03,Monday,0,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,24,24,1392.0,5320.96,27,27,3,0,None
2025-02-03,Monday,0,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,5,17,17,510.0,5320.96,14,14,2,0,None
2025-02-03,Monday,0,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,10,8,8,112.0,5320.96,0,0,2,0,None
2025-02-03,Monday,0,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,21,0,0.0,5320.96,0,0,0,1,Distributor Absent
2025-02-03,Monday,0,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,11,3,3,105.0,5320.96,0,0,8,0,None
2025-02-03,Monday,0,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,8,8,1200.0,5320.96,26,26,18,0,None
2025-02-03,Monday,0,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,5,2,56.0,5320.96,19,2,0,1,Cash Constraint
2025-02-03,Monday,0,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,8,5,5,375.0,5320.96,0,0,3,0,None
2025-02-04,Tuesday,1,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,3,25,25,1450.0,1453.47,24,24,2,0,None
2025-02-04,Tuesday,1,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,2,15,10,300.0,1453.47,17,8,0,1,Unexpected Demand Spike
2025-02-04,Tuesday,1,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,2,24,2,28.0,1453.47,47,0,0,1,Cash Constraint
2025-02-04,Tuesday,1,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,23,0,0.0,1453.47,66,0,0,1,Cash Constraint
2025-02-04,Tuesday,1,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,8,3,3,105.0,1453.47,0,0,5,0,None
2025-02-04,Tuesday,1,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,18,9,9,1350.0,1453.47,0,0,9,0,None
2025-02-04,Tuesday,1,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,7,0,0.0,1453.47,0,0,0,1,Distributor Absent
2025-02-04,Tuesday,1,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,3,7,3,225.0,1453.47,0,0,0,1,Distributor Absent
2025-02-05,Wednesday,2,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,2,25,25,1450.0,2752.93,25,25,2,0,None
2025-02-05,Wednesday,2,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,14,14,420.0,2752.93,19,19,5,0,None
2025-02-05,Wednesday,2,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,0,15,0,0.0,2752.93,0,0,0,1,Distributor Absent
2025-02-05,Wednesday,2,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,17,0,0.0,2752.93,0,0,0,1,Distributor Absent
2025-02-05,Wednesday,2,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,1,5,3,3,105.0,2752.93,33,33,35,0,None
2025-02-05,Wednesday,2,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,9,4,4,600.0,2752.93,0,0,5,0,None
2025-02-05,Wednesday,2,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,2752.93,0,0,0,1,Distributor Absent
2025-02-05,Wednesday,2,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,0,0,0.0,2752.93,13,0,0,0,Cash Constraint
2025-02-06,Thursday,3,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,2,23,23,1334.0,2944.18,28,28,7,0,None
2025-02-06,Thursday,3,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,5,21,21,630.0,2944.18,16,16,0,0,None
2025-02-06,Thursday,3,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,0,16,0,0.0,2944.18,0,0,0,1,Distributor Absent
2025-02-06,Thursday,3,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,0,17,0,0.0,2944.18,0,0,0,1,Distributor Absent
2025-02-06,Thursday,3,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,35,8,8,280.0,2944.18,0,0,27,0,None
2025-02-06,Thursday,3,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,5,6,6,900.0,2944.18,33,8,7,0,Cash Constraint
2025-02-06,Thursday,3,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,4,0,0.0,2944.18,29,0,0,1,Cash Constraint
2025-02-06,Thursday,3,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,3,0,0.0,2944.18,0,0,0,1,Distributor Absent
2025-02-07,Friday,4,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,7,25,25,1450.0,4087.93,20,20,2,0,None
2025-02-07,Friday,4,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,17,17,510.0,4087.93,19,19,2,0,None
2025-02-07,Friday,4,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,9,9,126.0,4087.93,66,66,57,0,None
2025-02-07,Friday,4,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,0,17,17,170.0,4087.93,88,88,71,0,None
2025-02-07,Friday,4,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,27,1,1,35.0,4087.93,0,0,26,0,None
2025-02-07,Friday,4,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,7,5,5,750.0,4087.93,0,0,2,0,None
2025-02-07,Friday,4,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,4087.93,0,0,0,1,Distributor Absent
2025-02-07,Friday,4,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,7,0,0.0,4087.93,0,0,0,1,Distributor Absent
2025-02-08,Saturday,5,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,2,33,33,1914.0,2844.9,33,33,2,0,None
2025-02-08,Saturday,5,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,2,15,15,450.0,2844.9,23,23,10,0,None
2025-02-08,Saturday,5,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,57,27,27,378.0,2844.9,0,0,30,0,None
2025-02-08,Saturday,5,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,71,21,21,210.0,2844.9,0,0,50,0,None
2025-02-08,Saturday,5,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,26,8,8,280.0,2844.9,0,0,18,0,None
2025-02-08,Saturday,5,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,2,14,2,300.0,2844.9,0,0,0,1,Distributor Absent
2025-02-08,Saturday,5,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,14,0,0.0,2844.9,0,0,0,1,Distributor Absent
2025-02-08,Saturday,5,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,7,7,525.0,2844.9,22,8,1,0,Cash Constraint
2025-02-09,Sunday,6,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,2,30,30,1740.0,3174.31,33,33,5,0,None
2025-02-09,Sunday,6,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,10,18,18,540.0,3174.31,15,15,7,0,None
2025-02-09,Sunday,6,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,30,27,27,378.0,3174.31,0,0,3,0,None
2025-02-09,Sunday,6,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,50,18,18,180.0,3174.31,0,0,32,0,None
2025-02-09,Sunday,6,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,18,5,5,175.0,3174.31,0,0,13,0,None
2025-02-09,Sunday,6,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,10,0,0.0,3174.31,0,0,0,1,Distributor Absent
2025-02-09,Sunday,6,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,3174.31,0,0,0,1,Distributor Absent
2025-02-09,Sunday,6,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,1,1,1,75.0,3174.31,0,0,0,0,None
2025-02-10,Monday,0,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,5,24,24,1392.0,2606.27,22,22,3,0,None
2025-02-10,Monday,0,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,7,19,19,570.0,2606.27,12,12,0,0,None
2025-02-10,Monday,0,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,3,18,3,42.0,2606.27,0,0,0,1,Distributor Absent
2025-02-10,Monday,0,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,32,19,19,190.0,2606.27,0,0,13,0,None
2025-02-10,Monday,0,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,13,8,8,280.0,2606.27,0,0,5,0,None
2025-02-10,Monday,0,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,5,5,750.0,2606.27,26,8,3,0,Cash Constraint
2025-02-10,Monday,0,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,7,3,84.0,2606.27,19,3,0,1,Cash Constraint
2025-02-10,Monday,0,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,2,0,0.0,2606.27,0,0,0,1,Distributor Absent
2025-02-11,Tuesday,1,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,3,24,24,1392.0,3432.55,24,24,3,0,None
2025-02-11,Tuesday,1,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,14,14,420.0,3432.55,19,19,5,0,None
2025-02-11,Tuesday,1,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,0,12,12,168.0,3432.55,49,49,37,0,None
2025-02-11,Tuesday,1,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,13,16,16,160.0,3432.55,53,53,50,0,None
2025-02-11,Tuesday,1,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,5,5,5,175.0,3432.55,0,0,0,0,None
2025-02-11,Tuesday,1,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,3,8,3,450.0,3432.55,0,0,0,1,Distributor Absent
2025-02-11,Tuesday,1,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,8,0,0.0,3432.55,0,0,0,1,Distributor Absent
2025-02-11,Tuesday,1,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,3,0,0.0,3432.55,0,0,0,1,Distributor Absent
2025-02-12,Wednesday,2,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,3,25,25,1450.0,2603.44,24,24,2,0,None
2025-02-12,Wednesday,2,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,5,10,10,300.0,2603.44,14,14,9,0,None
2025-02-12,Wednesday,2,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,37,14,14,196.0,2603.44,0,0,23,0,None
2025-02-12,Wednesday,2,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,50,24,24,240.0,2603.44,0,0,26,0,None
2025-02-12,Wednesday,2,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,1,0,6,6,210.0,2603.44,38,35,29,0,Cash Constraint
2025-02-12,Wednesday,2,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,0,8,0,0.0,2603.44,0,0,0,1,Distributor Absent
2025-02-12,Wednesday,2,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,2603.44,0,0,0,1,Distributor Absent
2025-02-12,Wednesday,2,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,1,0,1,0,0.0,2603.44,13,0,0,1,Cash Constraint
2025-02-13,Thursday,3,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,2,22,22,1276.0,5144.47,28,28,8,0,None
2025-02-13,Thursday,3,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,9,21,21,630.0,5144.47,12,12,0,0,None
2025-02-13,Thursday,3,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,23,17,17,238.0,5144.47,0,0,6,0,None
2025-02-13,Thursday,3,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,0,26,14,14,140.0,5144.47,0,0,12,0,None
2025-02-13,Thursday,3,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,29,6,6,210.0,5144.47,0,0,23,0,None
2025-02-13,Thursday,3,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,1,0,9,9,1350.0,5144.47,38,25,16,0,Cash Constraint
2025-02-13,Thursday,3,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,1,0,8,0,0.0,5144.47,29,0,0,1,Cash Constraint
2025-02-13,Thursday,3,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,2,0,0.0,5144.47,0,0,0,1,Distributor Absent
2025-02-14,Friday,4,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,8,29,27,1566.0,2663.13,19,19,0,1,Unexpected Demand Spike
2025-02-14,Friday,4,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,21,19,570.0,2663.13,19,19,0,1,Unexpected Demand Spike
2025-02-14,Friday,4,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,1,6,8,8,112.0,2663.13,60,60,58,0,None
2025-02-14,Friday,4,2,0,ParleG_100g,Biscuits,8.5,10.0,15.0,1,12,25,25,250.0,2663.13,76,56,43,0,Cash Constraint
2025-02-14,Friday,4,2,0,Lux_Soap_100g,Personal Care,28.0,35.0,20.0,0,23,3,3,105.0,2663.13,0,0,20,0,None
2025-02-14,Friday,4,2,0,Fortune_Oil_1L,Cooking Oil,135.0,150.0,10.0,0,16,4,4,600.0,2663.13,0,0,12,0,None
2025-02-14,Friday,4,2,0,Tata_Salt_1kg,Staples,22.0,28.0,21.43,0,0,6,0,0.0,2663.13,0,0,0,1,Distributor Absent
2025-02-14,Friday,4,2,0,Surf_Excel_500g,Household,65.0,75.0,13.33,0,0,7,0,0.0,2663.13,0,0,0,1,Distributor Absent
2025-02-15,Saturday,5,2,0,Milk_1L,Dairy,52.0,58.0,10.34,1,0,35,35,2030.0,4322.68,35,35,0,0,None
2025-02-15,Saturday,5,2,0,Bread_Pack,Bakery,25.0,30.0,16.67,1,0,21,21,630.0,4322.68,25,25,4,0,None
2025-02-15,Saturday,5,2,0,Maggi_Single,Instant Food,12.0,14.0,14.29,0,58,19,19,266.0,4322.68,0,0,39,0,None
